city,state_id,state_name,county_name,lat,lng,zips,id
Red Lodge,MT,Montana,Carbon,45.1933,-109.2501,59068,1840049852
Charlos Heights,MT,Montana,Ravalli,46.1337,-114.1811,59840,1840115239
Rollins,MT,Montana,Lake,47.9106,-114.1948,59931,1840113162
Medicine Lake,MT,Montana,Sheridan,48.5022,-104.5016,59247,1840049438
Lincoln,MT,Montana,Lewis and Clark,46.9530,-112.6693,59639,1840112618
Condon,MT,Montana,Missoula,47.5225,-113.6987,59826,1840115240
Martinsdale,MT,Montana,Meagher,46.4548,-110.3120,59053,1840115269
Geraldine,MT,Montana,Chouteau,47.6022,-110.2663,59446,1840049316
Wyola,MT,Montana,Big Horn,45.1154,-107.3738,59089,1840113470
Crystal Springs,MS,Mississippi,Copiah,31.9903,-90.3540,39059,1840044140
Sturgis,MS,Mississippi,Oktibbeha,33.3451,-89.0458,39769,1840045947
Liberty,MS,Mississippi,Amite,31.1611,-90.8006,39645,1840044434
Drew,MS,Mississippi,Sunflower,33.8101,-90.5304,38737,1840044180
Biloxi,MS,Mississippi,Harrison,30.4422,-88.9512,39531 39530 39532 39534 39533 39535,1840043994
Okolona,MS,Mississippi,Chickasaw,34.0053,-88.7479,38860,1840045888
Big Point,MS,Mississippi,Jackson,30.5905,-88.4846,39562,1840111009
Golden,MS,Mississippi,Tishomingo,34.4866,-88.1863,38847,1840044291
Alligator,MS,Mississippi,Bolivar,34.0900,-90.7206,38720,1840043915
Escatawpa,MS,Mississippi,Jackson,30.4912,-88.5495,39562,1840110798
Flora,MS,Mississippi,Madison,32.5434,-90.3142,39071,1840044250
Magee,MS,Mississippi,Simpson,31.8730,-89.7340,39111,1840044475
Grenada,MS,Mississippi,Grenada,33.7816,-89.8130,38901 38902 38926 38960,1840044308
Tremont,MS,Mississippi,Itawamba,34.2327,-88.2507,38876,1840044886
Silver City,MS,Mississippi,Humphreys,33.0952,-90.4967,39166,1840044798
Louisville,MS,Mississippi,Winston,33.1224,-89.0553,39339,1840045847
Hillsboro,MS,Mississippi,Scott,32.4491,-89.4889,39074 39087,1840116761
Columbus AFB,MS,Mississippi,Lowndes,33.6276,-88.4454,39705 39710,1840111093
North Carrollton,MS,Mississippi,Carroll,33.5186,-89.9193,38947 38917,1840044578
Charleston,MS,Mississippi,Tallahatchie,34.0075,-90.0552,38921,1840044085
New Augusta,MS,Mississippi,Perry,31.2036,-89.0272,39462,1840045880
Pachuta,MS,Mississippi,Clarke,32.0441,-88.8844,39347,1840044610
Helena,MS,Mississippi,Jackson,30.4881,-88.5056,39562,1840110902
Maben,MS,Mississippi,Oktibbeha,33.5544,-89.0805,39750,1840044468
McLain,MS,Mississippi,Greene,31.1037,-88.8239,39456,1840045861
Lambert,MS,Mississippi,Quitman,34.2006,-90.2845,38643,1840044412
Hernando,MS,Mississippi,DeSoto,34.8500,-89.9921,38632 38651,1840045024
Coffeeville,MS,Mississippi,Yalobusha,33.9765,-89.6845,38922,1840045745
Sylvarena,MS,Mississippi,Smith,32.0144,-89.3818,39422 39153,1840045949
Richton,MS,Mississippi,Perry,31.3495,-88.9407,39476,1840044718
Isola,MS,Mississippi,Humphreys,33.2634,-90.5923,38754,1840044373
Jonestown,MS,Mississippi,Coahoma,34.3222,-90.4542,38639 38645,1840044387
Gulfport,MS,Mississippi,Harrison,30.4271,-89.0703,39501 39503 39507 39502 39505 39506,1840044311
Cloverdale,MS,Mississippi,Adams,31.4960,-91.4152,39120,1840116751
Iuka,MS,Mississippi,Tishomingo,34.8077,-88.1978,38852,1840044376
Pearl River,MS,Mississippi,Neshoba,32.7889,-89.2384,39350,1840111547
Seminary,MS,Mississippi,Covington,31.5581,-89.4987,39479,1840044772
Lula,MS,Mississippi,Coahoma,34.4545,-90.4779,38617 38644,1840044463
Brandon,MS,Mississippi,Rankin,32.2778,-89.9896,39042 39043,1840044025
Bruce,MS,Mississippi,Calhoun,33.9909,-89.3454,38915,1840044037
Enterprise,MS,Mississippi,Clarke,32.1731,-88.8163,39330,1840044222
Ruleville,MS,Mississippi,Sunflower,33.7246,-90.5500,38771,1840044739
Louise,MS,Mississippi,Humphreys,32.9814,-90.5904,39097,1840044458
Cruger,MS,Mississippi,Holmes,33.3230,-90.2355,38924,1840044138
Pickens,MS,Mississippi,Holmes,32.8913,-89.9696,39146,1840044644
Anguilla,MS,Mississippi,Sharkey,32.9719,-90.8284,38721,1840045697
Polkville,MS,Mississippi,Smith,32.1909,-89.6960,39117,1840045908
Sandersville,MS,Mississippi,Jones,31.7879,-89.0362,39477,1840044753
Lexington,MS,Mississippi,Holmes,33.1163,-90.0498,39095,1840044433
Bassfield,MS,Mississippi,Jefferson Davis,31.4961,-89.7450,39421,1840043958
French Camp,MS,Mississippi,Choctaw,33.2931,-89.3993,39745,1840044266
Snow Lake Shores,MS,Mississippi,Benton,34.8239,-89.2385,38603,1840108275
Hattiesburg,MS,Mississippi,Forrest,31.3074,-89.3170,39401 39402 39406 39403 39407,1840045072
Burnsville,MS,Mississippi,Tishomingo,34.8348,-88.3178,38833,1840044040
Ackerman,MS,Mississippi,Choctaw,33.3110,-89.1711,39735,1840045693
Standing Pine,MS,Mississippi,Leake,32.6749,-89.4529,39051 39189,1840111190
Caledonia,MS,Mississippi,Lowndes,33.6836,-88.3260,39740,1840044050
Courtland,MS,Mississippi,Panola,34.2409,-89.9433,38620,1840044126
Ethel,MS,Mississippi,Attala,33.1220,-89.4650,39067,1840044230
Gulf Park Estates,MS,Mississippi,Jackson,30.3801,-88.7581,39564,1840110883
Tishomingo,MS,Mississippi,Tishomingo,34.6340,-88.2287,38873,1840044880
Union,MS,Mississippi,Newton,32.5711,-89.1152,39365,1840044896
Hamilton,MS,Mississippi,Monroe,33.7460,-88.4095,39746,1840116758
Lauderdale,MS,Mississippi,Lauderdale,32.5104,-88.5264,39335,1840116764
Coldwater,MS,Mississippi,Tate,34.6902,-89.9757,38618,1840044111
Moorhead,MS,Mississippi,Sunflower,33.4494,-90.5063,38761,1840044539
West Hattiesburg,MS,Mississippi,Lamar,31.3114,-89.3740,39402,1840111286
Elliott,MS,Mississippi,Grenada,33.6913,-89.7525,38925 38901,1840116754
Brooksville,MS,Mississippi,Noxubee,33.2367,-88.5781,39739,1840044033
D'Iberville,MS,Mississippi,Harrison,30.4709,-88.9011,39532 39540,1840044145
Newton,MS,Mississippi,Newton,32.3296,-89.1534,39345,1840045883
Mooreville,MS,Mississippi,Lee,34.2649,-88.5768,38857,1840116767
Mathiston,MS,Mississippi,Webster,33.5390,-89.1278,39752,1840044490
Sunflower,MS,Mississippi,Sunflower,33.5444,-90.5373,38778,1840044849
Nellieburg,MS,Mississippi,Lauderdale,32.3973,-88.7830,39307,1840111485
Winstonville,MS,Mississippi,Bolivar,33.9123,-90.7529,38762 38781,1840044966
Webb,MS,Mississippi,Tallahatchie,33.9478,-90.3464,38966,1840044937
Kilmichael,MS,Mississippi,Montgomery,33.4404,-89.5673,39747,1840044396
Sumrall,MS,Mississippi,Lamar,31.4172,-89.5424,39482,1840044848
Indianola,MS,Mississippi,Sunflower,33.4492,-90.6447,38751,1840044369
Verona,MS,Mississippi,Lee,34.1907,-88.7203,38801 38879,1840044911
Columbus,MS,Mississippi,Lowndes,33.5088,-88.4097,39702 39701 39705,1840044117
Winona,MS,Mississippi,Montgomery,33.4899,-89.7280,38967,1840044965
Decatur,MS,Mississippi,Newton,32.4339,-89.1092,39327,1840044156
Rosedale,MS,Mississippi,Bolivar,33.8526,-91.0340,38769,1840044733
Farrell,MS,Mississippi,Coahoma,34.2617,-90.6750,38630 38614,1840116755
Jumpertown,MS,Mississippi,Prentiss,34.7080,-88.6620,38865 38829,1840044391
Hurley,MS,Mississippi,Jackson,30.6638,-88.4994,39562 39555,1840110930
Mississippi Valley State University,MS,Mississippi,Leflore,33.5173,-90.3444,38941,1840116766
Osyka,MS,Mississippi,Pike,31.0072,-90.4719,39657,1840044605
Dumas,MS,Mississippi,Tippah,34.6380,-88.8431,38663 38625,1840044186
Marks,MS,Mississippi,Quitman,34.2535,-90.2722,38646,1840044484
Walnut Grove,MS,Mississippi,Leake,32.5932,-89.4578,39189,1840044921
Puckett,MS,Mississippi,Rankin,32.0858,-89.7819,39042 39114,1840044685
Arnold Line,MS,Mississippi,Lamar,31.3372,-89.3772,39402,1840116744
Waynesboro,MS,Mississippi,Wayne,31.6773,-88.6353,39367,1840045058
Beauregard,MS,Mississippi,Copiah,31.7210,-90.3859,39191,1840043968
Prentiss,MS,Mississippi,Jefferson Davis,31.5995,-89.8746,39474,1840044679
Morgantown,MS,Mississippi,Adams,31.5751,-91.3521,39120,1840116768
New Albany,MS,Mississippi,Union,34.4909,-89.0201,38652,1840045879
Vicksburg,MS,Mississippi,Warren,32.3173,-90.8868,39180 39183 39181 39182,1840044913
Senatobia,MS,Mississippi,Tate,34.6081,-89.9762,38668,1840044773
Mendenhall,MS,Mississippi,Simpson,31.9609,-89.8694,39114,1840044512
McCool,MS,Mississippi,Attala,33.1995,-89.3418,39108,1840044502
Abbeville,MS,Mississippi,Lafayette,34.5034,-89.5025,38601,1840045077
Fulton,MS,Mississippi,Itawamba,34.2616,-88.4021,38843,1840044271
Jackson,MS,Mississippi,Hinds,32.3163,-90.2124,39272 39206 39204 39203 39202 39201 39209 39269 39174 39211 39212 39213 39216 39217 39060 39205 39207 39210 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298,1840046030
Stonewall,MS,Mississippi,Clarke,32.1364,-88.7958,39330 39363,1840044835
Clarksdale,MS,Mississippi,Coahoma,34.1971,-90.5729,38614,1840043902
Richland,MS,Mississippi,Rankin,32.2309,-90.1592,39073 39218,1840045043
Gattman,MS,Mississippi,Monroe,33.8849,-88.2367,38844 39740,1840044278
Holcomb,MS,Mississippi,Grenada,33.7643,-89.9732,38940,1840116762
Diamondhead,MS,Mississippi,Hancock,30.3791,-89.3707,39525,1840045012
Leakesville,MS,Mississippi,Greene,31.1545,-88.5580,39451,1840044423
Sumner,MS,Mississippi,Tallahatchie,33.9693,-90.3693,38957,1840044847
Beaumont,MS,Mississippi,Perry,31.1707,-88.9252,39423,1840045711
